date,close,high,low,open,volume,ticker
2015-01-02,24.2885799407959,24.75733433246641,23.848705532925308,24.746225733732643,212818400.0,AAPL
2015-01-05,23.60433387756348,24.137514464137663,23.41772160447641,24.057537291404817,257142000.0,AAPL
2015-01-06,23.60655975341797,23.86648475935941,23.24444035862307,23.668763854504675,263188400.0,AAPL
2015-01-07,23.93757057189941,24.037541186337343,23.704303544965192,23.81538275875591,160423600.0,AAPL
2015-01-08,24.85730743408203,24.915069102408545,24.148621476140704,24.26636687175016,237458000.0,AAPL
2015-01-09,24.88396644592285,25.159442427054685,24.484080590300568,25.030590129694804,214798000.0,AAPL
2015-01-12,24.27080535888672,25.02170014562612,24.170834756205902,25.015035664771943,198603200.0,AAPL
2015-01-13,24.486299514770508,25.05946860281435,24.19527254844781,24.75511097972112,268367600.0,AAPL
2015-01-14,24.39299774169922,24.546285914954115,24.104191087561126,24.22415685028305,195826400.0,AAPL
2015-01-15,23.7309627532959,24.45075557154657,23.69541828686753,24.43742660850271,240056000.0,AAPL
2015-01-16,23.546573638916016,23.899806455751897,23.371068260038804,23.777618630288504,314053200.0,AAPL
2015-01-20,24.153060913085938,24.20860051169221,23.65986900627278,23.95756044123407,199599600.0,AAPL
2015-01-21,24.33745574951172,24.67291374557186,24.0530915462912,24.204159340685063,194303600.0,AAPL
2015-01-22,24.970609664916992,24.98616068833683,24.375224961946195,24.49519072615685,215185600.0,AAPL
2015-01-23,25.09946060180664,25.270521850097733,24.77732985576787,24.9483927989933,185859200.0,AAPL
2015-01-26,25.12611961364746,25.40603972695871,25.059473097577246,25.268300881851875,222460000.0,AAPL
2015-01-27,24.24637031555176,24.988380334784807,24.22193275326079,24.97504967675884,382274800.0,AAPL
2015-01-28,25.617090225219727,26.241356619791915,25.617090225219727,26.13249775937213,585908400.0,AAPL
2015-01-29,26.41463661193848,26.479062757459737,25.67262660398177,25.84146747862596,337745600.0,AAPL
2015-01-30,26.02807235717773,26.65900123961377,25.95920211808718,26.303548228738983,334982000.0,AAPL
2015-02-02,26.35465240478516,26.47461815338572,25.788149458261305,26.225801811044597,250956400.0,AAPL
2015-02-03,26.359100341796875,26.45684890690884,26.1280553511909,26.325776235423373,207662800.0,AAPL
2015-02-04,26.561256408691406,26.772307894901694,26.28355842283629,26.325769059065145,280598800.0,AAPL
2015-02-05,26.75083923339844,26.81551963785816,26.59694441928312,26.768680754030893,168984800.0,AAPL
2015-02-06,26.525577545166016,26.819983953766112,26.41851989584616,26.768685106844934,174826400.0,AAPL
2015-02-09,26.70177459716797,26.72853773231023,26.414058983023832,26.44082381978964,155559200.0,AAPL
2015-02-10,27.214757919311523,27.24375358814784,26.799913958477497,26.80214308560048,248034000.0,AAPL
2015-02-11,27.85263061523437,27.86155222597235,27.32180753849933,27.38202628395159,294247200.0,AAPL
2015-02-12,28.205028533935547,28.43252536943908,28.006527360742812,28.115814122005208,297898000.0,AAPL
2015-02-13,28.343311309814453,28.387917665522387,28.024370931794863,28.387917665522387,217088800.0,AAPL
2015-02-17,28.51058959960937,28.744777236769615,28.307626753854027,28.434756747894973,252609600.0,AAPL
2015-02-18,28.709095001220703,28.72247657046537,28.425839306967543,28.465985716325328,179566800.0,AAPL
2015-02-19,28.648868560791016,28.77822937525331,28.622105427883923,28.65555934401779,149449600.0,AAPL
2015-02-20,28.883066177368164,28.883066177368164,28.55966573093526,28.68679405947874,195793600.0,AAPL
2015-02-23,29.663673400878903,29.663673400878903,28.91873685556072,28.99902964149745,283896400.0,AAPL
2015-02-24,29.478565216064453,29.797507356812893,29.25552999154713,29.65030329185208,276912400.0,AAPL
2015-02-25,28.724699020385746,29.351430728053582,28.5819566428779,29.342507415133056,298846800.0,AAPL
2015-02-26,29.088254928588867,29.1886201036489,28.238491228100905,28.724706406646128,365150000.0,AAPL
2015-02-27,28.651100158691406,29.121704515397838,28.60203214779336,28.99457283173106,248059200.0,AAPL
2015-03-02,28.791614532470703,29.05702697772314,28.615418213446564,28.827300982962026,192386800.0,AAPL
2015-03-03,28.851831436157227,28.88751788225004,28.5685758005716,28.76261872417201,151265200.0,AAPL
2015-03-04,28.66894149780273,28.8964383419141,28.619876887550163,28.79384406150389,126665200.0,AAPL
2015-03-05,28.193883895874023,28.715785510904464,28.04891065782432,28.677869930658407,226068400.0,AAPL
2015-03-06,28.236257553100582,28.854064342812634,28.160426397654295,28.637719914497385,291368400.0,AAPL
2015-03-09,28.3567008972168,28.89867831195072,27.89278717948806,28.53958972994895,354114000.0,AAPL
2015-03-10,27.770112991333008,28.37453817397716,27.611758204879983,28.19388020803928,275426400.0,AAPL
2015-03-11,27.263818740844727,27.828097449440424,27.234824781290303,27.823637494748706,275756000.0,AAPL
2015-03-12,27.75672912597656,27.85709598393725,27.12776994892551,27.279433948436857,193450800.0,AAPL
2015-03-13,27.564924240112305,27.968619177886254,27.339659874962983,27.745583939947167,207309200.0,AAPL
2015-03-16,27.86824607849121,27.86824607849121,27.40433418037639,27.629598495237374,143497200.0,AAPL
2015-03-17,28.33438873291016,28.39683830942278,28.024369976920102,28.080128770466853,204092400.0,AAPL
2015-03-18,28.653329849243164,28.80722466797545,28.18495631152888,28.325467862356152,261083600.0,AAPL
2015-03-19,28.436988830566406,28.827300441966337,28.414685650239697,28.715782838709213,183238000.0,AAPL
2015-03-20,28.080127716064453,28.63771392897136,27.91508216981804,28.604260015398168,274780400.0,AAPL
2015-03-23,28.37230491638184,28.515047294811897,28.218410098352425,28.352232567051065,150838800.0,AAPL
2015-03-24,28.256328582763672,28.55742404536704,28.227332919212294,28.376767788779087,131369200.0,AAPL
2015-03-25,27.51807975769043,28.285321317558797,27.51807975769043,28.222871739732,206620800.0,AAPL
2015-03-26,27.709888458251957,27.85263082790294,27.3441109233184,27.379797366542785,190291600.0,AAPL
2015-03-27,27.489089965820312,27.81249034359228,27.41325881028015,27.783496378525207,158184800.0,AAPL
2015-03-30,28.184961318969727,28.191652103299248,27.65636723582943,27.66751967746109,188398800.0,AAPL
2015-03-31,27.752269744873047,28.21172170806247,27.7366573490838,28.12250728857098,168362400.0,AAPL
2015-04-01,27.71212387084961,27.90616510933058,27.45563304801804,27.8392538680272,162485600.0,AAPL
2015-04-02,27.95076942443848,28.00429739259133,27.698740276996347,27.886089016343043,128880400.0,AAPL
2015-04-06,28.40353775024414,28.43922420577107,27.729972067600038,27.761196865374167,148776000.0,AAPL
2015-04-07,28.104660034179688,28.57526264031402,28.09796925186649,28.46820672005652,140049200.0,AAPL
2015-04-08,28.01322364807129,28.19165250699081,27.872712070268168,28.068982453780677,149316800.0,AAPL
2015-04-09,28.227338790893555,28.231800448501907,27.80357320578548,28.06898397827312,129936000.0,AAPL
2015-04-10,28.3477725982666,28.37230660554711,27.93738866125352,28.09128178682169,160752000.0,AAPL
2015-04-13,28.292016983032227,28.67563953079171,28.23848900731811,28.631029764719884,145460400.0,AAPL
