Date,Crypto,Open,High,Low,Close,Volume
2021-10-22,Bitcoin,62237.891,63715.023,60122.797,60692.266,38434082775.0
2021-10-23,Bitcoin,60694.629,61743.879,59826.523,61393.617,26882546034.0
2021-10-24,Bitcoin,61368.344,61505.805,59643.344,60930.836,27316183882.0
2021-10-25,Bitcoin,60893.926,63729.324,60691.801,63039.824,31064911614.0
2021-10-26,Bitcoin,63032.762,63229.027,59991.16,60363.793,34878965587.0
2021-10-27,Bitcoin,60352.0,61435.184,58208.188,58482.387,43657076893.0
2021-10-28,Bitcoin,58470.73,62128.633,58206.918,60622.137,45257083247.0
2021-10-29,Bitcoin,60624.871,62927.609,60329.965,62227.965,36856881767.0
2021-10-30,Bitcoin,62239.363,62330.145,60918.387,61888.832,32157938616.0
2021-10-31,Bitcoin,61850.488,62406.172,60074.328,61318.957,32241199927.0
2021-11-01,Bitcoin,61320.449,62419.004,59695.184,61004.406,36150572843.0
2021-11-02,Bitcoin,60963.254,64242.793,60673.055,63226.402,37746665647.0
2021-11-03,Bitcoin,63254.336,63516.938,61184.238,62970.047,36124731509.0
2021-11-04,Bitcoin,62941.805,63123.289,60799.664,61452.23,32615846901.0
2021-11-05,Bitcoin,61460.078,62541.469,60844.609,61125.676,30605102446.0
2021-11-06,Bitcoin,61068.875,61590.684,60163.781,61527.48,29094934221.0
2021-11-07,Bitcoin,61554.922,63326.988,61432.488,63326.988,24726754302.0
2021-11-08,Bitcoin,63344.066,67673.742,63344.066,67566.828,41125608330.0
2021-11-09,Bitcoin,67549.734,68530.336,66382.062,66971.828,42357991721.0
2021-11-10,Bitcoin,66953.336,68789.625,63208.113,64995.23,48730828378.0
2021-11-11,Bitcoin,64978.891,65579.016,64180.488,64949.961,35880633236.0
2021-11-12,Bitcoin,64863.98,65460.816,62333.914,64155.941,36084893887.0
2021-11-13,Bitcoin,64158.121,64915.676,63303.734,64469.527,30474228777.0
2021-11-14,Bitcoin,64455.371,65495.18,63647.809,65466.84,25122092191.0
2021-11-15,Bitcoin,65521.289,66281.57,63548.145,63557.871,30558763548.0
2021-11-16,Bitcoin,63721.195,63721.195,59016.336,60161.246,46844335592.0
2021-11-17,Bitcoin,60139.621,60823.609,58515.41,60368.012,39178392930.0
2021-11-18,Bitcoin,60360.137,60948.5,56550.793,56942.137,41388338699.0
2021-11-19,Bitcoin,56896.129,58351.113,55705.18,58119.578,38702407772.0
2021-11-20,Bitcoin,58115.082,59859.879,57469.727,59697.195,30624264863.0
2021-11-21,Bitcoin,59730.508,60004.426,58618.93,58730.477,26123447605.0
2021-11-22,Bitcoin,58706.848,59266.359,55679.84,56289.289,35036121783.0
2021-11-23,Bitcoin,56304.555,57875.516,55632.762,57569.074,37485803899.0
2021-11-24,Bitcoin,57565.852,57803.066,55964.223,56280.426,36635566789.0
2021-11-25,Bitcoin,57165.418,59367.969,57146.684,57274.68,34284016248.0
2021-11-26,Bitcoin,58960.285,59183.48,53569.766,53569.766,41810748221.0
2021-11-27,Bitcoin,53736.43,55329.258,53668.355,54815.078,30560857714.0
2021-11-28,Bitcoin,54813.023,57393.844,53576.734,57248.457,28116886357.0
2021-11-29,Bitcoin,57291.906,58872.879,56792.527,57806.566,32370840356.0
2021-11-30,Bitcoin,57830.113,59113.402,56057.281,57005.426,36708594618.0
2021-12-01,Bitcoin,56907.965,59041.684,56553.082,57229.828,36858195307.0
2021-12-02,Bitcoin,57217.371,57349.234,55895.133,56477.816,32379968686.0
2021-12-03,Bitcoin,56509.164,57482.168,52496.586,53598.246,39789134215.0
2021-12-04,Bitcoin,53727.879,53904.68,42874.617,49200.703,61385677469.0
2021-12-05,Bitcoin,49201.52,49768.148,47857.496,49368.848,37198201161.0
2021-12-06,Bitcoin,49413.48,50929.52,47281.035,50582.625,37707308001.0
2021-12-07,Bitcoin,50581.828,51934.781,50175.809,50700.086,33676814852.0
2021-12-08,Bitcoin,50667.648,51171.375,48765.988,50504.797,28479699446.0
2021-12-09,Bitcoin,50450.082,50797.164,47358.352,47672.121,29603577251.0
2021-12-10,Bitcoin,47642.145,50015.254,47023.699,47243.305,30966005122.0
2021-12-11,Bitcoin,47264.633,49458.211,46942.348,49362.508,25775869261.0
2021-12-12,Bitcoin,49354.855,50724.867,48725.852,50098.336,21939223599.0
2021-12-13,Bitcoin,50114.742,50205.0,45894.848,46737.48,32166727776.0
2021-12-14,Bitcoin,46709.824,48431.398,46424.496,46612.633,34638619079.0
2021-12-15,Bitcoin,48379.754,49473.957,46671.965,48896.723,36541828520.0
2021-12-16,Bitcoin,48900.465,49425.574,47529.879,47665.426,27268150947.0
2021-12-17,Bitcoin,47653.73,48004.895,45618.215,46202.145,32902725329.0
2021-12-18,Bitcoin,46219.254,47313.828,45598.441,46848.777,26098292690.0
2021-12-19,Bitcoin,46853.867,48089.664,46502.953,46707.016,25154053861.0
2021-12-20,Bitcoin,46707.062,47401.719,45579.809,46880.277,30961902129.0
2021-12-21,Bitcoin,46886.078,49300.918,46698.773,48936.613,27055803928.0
2021-12-22,Bitcoin,48937.098,49544.797,48450.941,48628.512,24447979559.0
2021-12-23,Bitcoin,48626.344,51332.34,48065.836,50784.539,28223878108.0
2021-12-24,Bitcoin,50806.051,51814.027,50514.496,50822.195,24367912228.0
2021-12-25,Bitcoin,50854.918,51176.598,50236.707,50429.859,19030650914.0
2021-12-26,Bitcoin,50428.691,51196.379,49623.105,50809.516,20964372926.0
2021-12-27,Bitcoin,50802.609,51956.328,50499.469,50640.418,24324345758.0
2021-12-28,Bitcoin,50679.859,50679.859,47414.211,47588.855,33430376883.0
2021-12-29,Bitcoin,47623.871,48119.742,46201.496,46444.711,30049226299.0
2021-12-30,Bitcoin,46490.605,47879.965,46060.312,47178.125,26686491018.0
2021-12-31,Bitcoin,47169.371,48472.527,45819.953,46306.445,36974172400.0
2022-01-01,Bitcoin,46311.746,47827.312,46288.484,47686.812,24582667004.0
2022-01-02,Bitcoin,47680.926,47881.406,46856.938,47345.219,27951569547.0
2022-01-03,Bitcoin,47343.543,47510.727,45835.965,46458.117,33071628362.0
2022-01-04,Bitcoin,46458.852,47406.547,45752.465,45897.574,42494677905.0
2022-01-05,Bitcoin,45899.359,46929.047,42798.223,43569.004,36851084859.0
2022-01-06,Bitcoin,43565.512,43748.719,42645.539,43160.93,30208048289.0
2022-01-07,Bitcoin,43153.57,43153.57,41077.445,41557.902,84196607520.0
2022-01-08,Bitcoin,41561.465,42228.941,40672.277,41733.941,28066355845.0
2022-01-09,Bitcoin,41734.727,42663.949,41338.16,41911.602,21294384372.0
2022-01-10,Bitcoin,41910.23,42199.484,39796.57,41821.262,32104232331.0
2022-01-11,Bitcoin,41819.508,43001.156,41407.754,42735.855,26327648900.0
2022-01-12,Bitcoin,42742.18,44135.367,42528.988,43949.102,33499938689.0
2022-01-13,Bitcoin,43946.742,44278.422,42447.043,42591.57,47691135082.0
2022-01-14,Bitcoin,42598.871,43346.688,41982.617,43099.699,23577403399.0
2022-01-15,Bitcoin,43101.898,43724.672,42669.035,43177.398,18371348298.0
2022-01-16,Bitcoin,43172.039,43436.809,42691.023,43113.879,17902097845.0
2022-01-17,Bitcoin,43118.121,43179.391,41680.32,42250.551,21690904261.0
2022-01-18,Bitcoin,42250.074,42534.402,41392.215,42375.633,22417209227.0
2022-01-19,Bitcoin,42374.039,42478.305,41242.914,41744.328,23091543258.0
2022-01-20,Bitcoin,41744.027,43413.023,40672.824,40680.418,20382033940.0
2022-01-21,Bitcoin,40699.605,41060.527,35791.426,36457.316,43011992031.0
2022-01-22,Bitcoin,36471.59,36688.812,34349.25,35030.25,39714385405.0
2022-01-23,Bitcoin,35047.359,36433.312,34784.969,36276.805,26017975951.0
2022-01-24,Bitcoin,36275.734,37247.52,33184.059,36654.328,41856658597.0
2022-01-25,Bitcoin,36654.805,37444.57,35779.43,36954.004,26428189594.0
2022-01-26,Bitcoin,36950.516,38825.41,36374.906,36852.121,31324598034.0
2022-01-27,Bitcoin,36841.879,37148.324,35629.281,37138.234,25041426629.0
2022-01-28,Bitcoin,37128.445,37952.879,36211.109,37784.332,22238830523.0
2022-01-29,Bitcoin,37780.715,38576.262,37406.473,38138.18,17194183075.0
2022-01-30,Bitcoin,38151.918,38266.34,37437.711,37917.602,14643548444.0
2022-01-31,Bitcoin,37920.281,38647.262,36733.574,38483.125,20734730465.0
2022-02-01,Bitcoin,38481.766,39115.133,38113.664,38743.273,20288500328.0
2022-02-02,Bitcoin,38743.715,38834.617,36832.73,36952.984,19155189416.0
2022-02-03,Bitcoin,36944.805,37154.602,36375.539,37154.602,18591534769.0
2022-02-04,Bitcoin,37149.266,41527.785,37093.629,41500.875,29412210792.0
2022-02-05,Bitcoin,41501.48,41847.164,41038.098,41441.164,19652846215.0
2022-02-06,Bitcoin,41441.121,42500.785,41244.906,42412.434,16142097334.0
2022-02-07,Bitcoin,42406.781,44401.863,41748.156,43840.285,28641855926.0
2022-02-08,Bitcoin,43854.652,45293.867,42807.836,44118.445,33079398868.0
2022-02-09,Bitcoin,44096.703,44727.801,43232.969,44338.797,23245887300.0
2022-02-10,Bitcoin,44347.801,45661.172,43402.809,43565.113,32142048537.0
2022-02-11,Bitcoin,43571.129,43810.832,42114.539,42407.938,26954925781.0
2022-02-12,Bitcoin,42412.301,42992.551,41852.574,42244.469,18152390304.0
2022-02-13,Bitcoin,42236.566,42693.055,41950.941,42197.516,14741589015.0
2022-02-14,Bitcoin,42157.398,42775.777,41681.957,42586.918,20827783012.0
2022-02-15,Bitcoin,42586.465,44667.219,42491.035,44575.203,22721659051.0
2022-02-16,Bitcoin,44578.277,44578.277,43456.691,43961.859,19792547657.0
2022-02-17,Bitcoin,43937.07,44132.973,40249.371,40538.012,26246662813.0
2022-02-18,Bitcoin,40552.133,40929.152,39637.617,40030.977,23310007704.0
2022-02-19,Bitcoin,40026.023,40418.879,39713.059,40122.156,13736557863.0
2022-02-20,Bitcoin,40118.102,40119.891,38112.812,38431.379,18340576452.0
2022-02-21,Bitcoin,38423.211,39394.438,36950.477,37075.281,29280402798.0
2022-02-22,Bitcoin,37068.77,38359.855,36488.934,38286.027,25493150450.0
2022-02-23,Bitcoin,38285.281,39122.395,37201.816,37296.57,21849073843.0
2022-02-24,Bitcoin,37278.566,38968.84,34459.219,38332.609,46383802093.0
2022-02-25,Bitcoin,38333.746,39630.324,38111.344,39214.219,26545599159.0
2022-02-26,Bitcoin,39213.082,40005.348,38702.535,39105.148,17467554129.0
2022-02-27,Bitcoin,39098.699,39778.941,37268.977,37709.785,23450127612.0
2022-02-28,Bitcoin,37706.0,43760.457,37518.215,43193.234,35690014104.0
2022-03-01,Bitcoin,43194.504,44793.602,42952.586,44354.637,32479047645.0
2022-03-02,Bitcoin,44357.617,45077.578,43432.852,43924.117,29183112630.0
2022-03-03,Bitcoin,43925.195,44021.578,41914.75,42451.789,24967782593.0
2022-03-04,Bitcoin,42458.141,42479.613,38805.848,39137.605,28516271427.0
2022-03-05,Bitcoin,39148.449,39566.336,38777.035,39400.586,16975917450.0
2022-03-06,Bitcoin,39404.199,39640.176,38211.648,38419.984,19745229902.0
2022-03-07,Bitcoin,38429.305,39430.227,37260.203,38062.039,28546143503.0
2022-03-08,Bitcoin,38059.902,39304.441,37957.387,38737.27,25776583476.0
2022-03-09,Bitcoin,38742.816,42465.672,38706.094,41982.926,32284121034.0
2022-03-10,Bitcoin,41974.07,42004.727,38832.941,39437.461,31078064711.0
2022-03-11,Bitcoin,39439.969,40081.68,38347.434,38794.973,26364890465.0
2022-03-12,Bitcoin,38794.465,39308.598,38772.535,38904.012,14616450657.0
2022-03-13,Bitcoin,38884.727,39209.352,37728.145,37849.664,17300745310.0
2022-03-14,Bitcoin,37846.316,39742.5,37680.734,39666.754,24322159070.0
2022-03-15,Bitcoin,39664.25,39794.629,38310.211,39338.785,23934000868.0
2022-03-16,Bitcoin,39335.57,41465.453,39022.348,41143.93,39616916192.0
2022-03-17,Bitcoin,41140.844,41287.535,40662.871,40951.379,22009601093.0
2022-03-18,Bitcoin,40944.84,42195.746,40302.398,41801.156,34421564942.0
2022-03-19,Bitcoin,41794.648,42316.555,41602.668,42190.652,19664853187.0
2022-03-20,Bitcoin,42191.406,42241.164,41004.758,41247.824,20127946682.0
2022-03-21,Bitcoin,41246.133,41454.41,40668.043,41077.996,24615543271.0
2022-03-22,Bitcoin,41074.105,43124.707,40948.281,42358.809,32004652376.0
2022-03-23,Bitcoin,42364.379,42893.508,41877.508,42892.957,25242943069.0
2022-03-24,Bitcoin,42886.652,44131.855,42726.164,43960.934,31042992291.0
2022-03-25,Bitcoin,43964.547,44999.492,43706.285,44348.73,30574413034.0
2022-03-26,Bitcoin,44349.859,44735.996,44166.273,44500.828,16950455995.0
2022-03-27,Bitcoin,44505.355,46827.547,44437.293,46820.492,28160889722.0
2022-03-28,Bitcoin,46821.852,48086.836,46690.203,47128.004,36362175703.0
2022-03-29,Bitcoin,47100.438,48022.289,47100.438,47465.73,31397059069.0
2022-03-30,Bitcoin,47456.898,47655.148,46746.211,47062.664,29333883962.0
2022-03-31,Bitcoin,47062.148,47512.027,45390.539,45538.676,33327427106.0
2022-04-01,Bitcoin,45554.164,46616.242,44403.141,46281.645,38162644287.0
2022-04-02,Bitcoin,46285.5,47028.281,45782.512,45868.949,29336594194.0
2022-04-03,Bitcoin,45859.129,47313.477,45634.105,46453.566,25414397610.0
2022-04-04,Bitcoin,46445.273,46791.09,45235.816,46622.676,32499785455.0
2022-04-05,Bitcoin,46624.508,47106.141,45544.809,45555.992,29640604055.0
2022-04-06,Bitcoin,45544.355,45544.355,43193.953,43206.738,39393395788.0
2022-04-07,Bitcoin,43207.5,43860.699,42899.906,43503.848,26101973106.0
2022-04-08,Bitcoin,43505.137,43903.02,42183.289,42287.664,27215995394.0
2022-04-09,Bitcoin,42282.078,42786.816,42183.254,42782.137,16050772496.0
2022-04-10,Bitcoin,42781.09,43376.379,42021.207,42207.672,17654475582.0
2022-04-11,Bitcoin,42201.039,42424.59,39373.059,39521.902,33949912166.0
2022-04-12,Bitcoin,39533.715,40617.586,39388.328,40127.184,30991500854.0
2022-04-13,Bitcoin,40123.57,41430.055,39712.746,41166.73,27691105228.0
2022-04-14,Bitcoin,41160.219,41451.48,39695.746,39935.516,24342001973.0
2022-04-15,Bitcoin,39939.402,40617.723,39866.832,40553.465,21756855753.0
2022-04-16,Bitcoin,40552.316,40633.68,40078.426,40424.484,16833150693.0
2022-04-17,Bitcoin,40417.777,40570.727,39620.895,39716.953,19087633042.0
2022-04-18,Bitcoin,39721.203,40986.32,38696.191,40826.215,33705182072.0
2022-04-19,Bitcoin,40828.176,41672.961,40618.633,41502.75,25303206547.0
2022-04-20,Bitcoin,41501.746,42126.301,40961.098,41374.379,27819532341.0
2022-04-21,Bitcoin,41371.516,42893.582,40063.828,40527.363,35372786395.0
2022-04-22,Bitcoin,40525.863,40777.758,39315.418,39740.32,28011716745.0
2022-04-23,Bitcoin,39738.723,39935.859,39352.203,39486.73,16138021249.0
2022-04-24,Bitcoin,39478.375,39845.926,39233.539,39469.293,17964398167.0
2022-04-25,Bitcoin,39472.605,40491.754,38338.379,40458.309,35445730570.0
2022-04-26,Bitcoin,40448.422,40713.891,37884.984,38117.461,34569088416.0
2022-04-27,Bitcoin,38120.301,39397.918,37997.312,39241.121,30981015184.0
2022-04-28,Bitcoin,39241.43,40269.465,38941.422,39773.828,33903704907.0
2022-04-29,Bitcoin,39768.617,39887.27,38235.535,38609.824,30882994649.0
2022-04-30,Bitcoin,38605.859,38771.211,37697.941,37714.875,23895713731.0
2022-05-01,Bitcoin,37713.266,38627.859,37585.789,38469.094,27002760110.0
2022-05-02,Bitcoin,38472.188,39074.973,38156.562,38529.328,32922642426.0
2022-05-03,Bitcoin,38528.109,38629.996,37585.621,37750.453,27326943244.0
2022-05-04,Bitcoin,37748.012,39902.949,37732.059,39698.371,36754404490.0
2022-05-05,Bitcoin,39695.746,39789.281,35856.516,36575.141,43106256317.0
2022-05-06,Bitcoin,36573.184,36624.359,35482.133,36040.922,37795577489.0
2022-05-07,Bitcoin,36042.504,36129.926,34940.824,35501.953,24375896406.0
2022-05-08,Bitcoin,35502.941,35502.941,33878.965,34059.266,36763041910.0
2022-05-09,Bitcoin,34060.016,34222.074,30296.953,30296.953,63355494961.0
2022-05-10,Bitcoin,30273.654,32596.309,29944.803,31022.906,59811038817.0
2022-05-11,Bitcoin,31016.184,32013.402,28170.414,28936.355,70388855818.0
2022-05-12,Bitcoin,28936.734,30032.439,26350.49,29047.752,66989173272.0
2022-05-13,Bitcoin,29030.91,30924.803,28782.33,29283.104,42841124537.0
2022-05-14,Bitcoin,29285.643,30192.803,28702.91,30101.266,28579868620.0
2022-05-15,Bitcoin,30098.586,31308.191,29527.74,31305.113,25835372065.0
2022-05-16,Bitcoin,31304.375,31305.342,29251.885,29862.918,32613897286.0
2022-05-17,Bitcoin,29862.408,30694.49,29570.303,30425.857,29101473475.0
2022-05-18,Bitcoin,30424.479,30618.717,28720.271,28720.271,31285268319.0
2022-05-19,Bitcoin,28720.359,30430.752,28708.955,30314.334,33773447707.0
2022-05-20,Bitcoin,30311.119,30664.977,28793.605,29200.74,30749382605.0
2022-05-21,Bitcoin,29199.859,29588.869,29027.395,29432.227,17274840442.0
2022-05-22,Bitcoin,29432.473,30425.861,29275.184,30323.723,21631532270.0
2022-05-23,Bitcoin,30309.396,30590.586,28975.561,29098.91,31483454557.0
2022-05-24,Bitcoin,29101.125,29774.355,28786.59,29655.586,26616506245.0
2022-05-25,Bitcoin,29653.135,30157.785,29384.949,29562.361,27525063551.0
2022-05-26,Bitcoin,29564.777,29834.16,28261.906,29267.225,36774325352.0
2022-05-27,Bitcoin,29251.141,29346.943,28326.613,28627.574,36582005748.0
2022-05-28,Bitcoin,28622.625,28814.9,28554.566,28814.9,35519577634.0
2022-05-29,Bitcoin,29019.867,29498.01,28841.107,29445.957,18093886409.0
2022-05-30,Bitcoin,29443.365,31949.631,29303.572,31726.391,39277993274.0
2022-05-31,Bitcoin,31723.865,32249.863,31286.154,31792.311,33538210634.0
2022-06-01,Bitcoin,31792.555,31957.285,29501.588,29799.08,41135817341.0
2022-06-02,Bitcoin,29794.891,30604.734,29652.705,30467.488,29083562061.0
2022-06-03,Bitcoin,30467.807,30633.035,29375.689,29704.391,26175547452.0
2022-06-04,Bitcoin,29706.139,29930.564,29500.006,29832.914,16588370958.0
2022-06-05,Bitcoin,29835.117,30117.744,29574.449,29906.662,17264085441.0
2022-06-06,Bitcoin,29910.283,31693.291,29894.188,31370.672,31947336829.0
2022-06-07,Bitcoin,31371.742,31489.684,29311.684,31155.479,40770974039.0
2022-06-08,Bitcoin,31151.48,31253.691,29944.404,30214.355,30242059107.0
2022-06-09,Bitcoin,30215.279,30609.311,30020.266,30111.998,21692004719.0
2022-06-10,Bitcoin,30110.33,30245.809,28978.146,29083.805,29867476527.0
2022-06-11,Bitcoin,29084.666,29401.916,28236.213,28360.811,27246574439.0
2022-06-12,Bitcoin,28373.514,28502.686,26762.648,26762.648,34163220274.0
2022-06-13,Bitcoin,26737.578,26795.59,22141.258,22487.389,68204556440.0
2022-06-14,Bitcoin,22487.986,23018.951,20950.818,22206.793,50913575242.0
2022-06-15,Bitcoin,22196.73,22642.672,20178.377,22572.84,54912007015.0
2022-06-16,Bitcoin,22576.305,22868.922,20265.227,20381.65,31183975654.0
2022-06-17,Bitcoin,20385.719,21243.312,20326.52,20471.482,27132421514.0
2022-06-18,Bitcoin,20473.426,20736.041,17708.623,19017.643,42009436760.0
2022-06-19,Bitcoin,19010.902,20683.822,18067.152,20553.271,35329942625.0
2022-06-20,Bitcoin,20553.371,20913.322,19689.17,20599.537,30818458597.0
2022-06-21,Bitcoin,20594.295,21620.629,20415.062,20710.598,28970212744.0
2022-06-22,Bitcoin,20719.414,20835.75,19848.078,19987.029,28574793478.0
2022-06-23,Bitcoin,19986.607,21135.762,19950.117,21085.877,26188097173.0
2022-06-24,Bitcoin,21084.648,21472.918,20777.512,21231.656,24957784918.0
2022-06-25,Bitcoin,21233.609,21520.914,20964.586,21502.338,18372538715.0
2022-06-26,Bitcoin,21496.494,21783.725,21016.27,21027.295,18027170497.0
2022-06-27,Bitcoin,21028.238,21478.09,20620.199,20735.479,20965695707.0
2022-06-28,Bitcoin,20731.545,21164.424,20228.812,20280.635,21381535161.0
2022-06-29,Bitcoin,20281.17,20364.156,19937.791,20104.023,23552740328.0
2022-06-30,Bitcoin,20108.312,20141.16,18729.656,19784.727,26267239923.0
2022-07-01,Bitcoin,19820.471,20632.672,19073.709,19269.367,30767551159.0
2022-07-02,Bitcoin,19274.836,19371.748,19027.082,19242.256,18100418740.0
2022-07-03,Bitcoin,19242.096,19558.27,18966.951,19297.076,16390821947.0
2022-07-04,Bitcoin,19297.314,20258.748,19063.066,20231.262,21594638208.0
2022-07-05,Bitcoin,20225.354,20635.467,19341.232,20190.115,26715546990.0
2022-07-06,Bitcoin,20194.619,20595.529,19823.512,20548.246,24598943708.0
2022-07-07,Bitcoin,20547.814,21771.816,20296.104,21637.588,25814972520.0
2022-07-08,Bitcoin,21637.154,22314.941,21257.453,21731.117,49899834488.0
2022-07-09,Bitcoin,21716.828,21877.139,21445.957,21592.207,29641127858.0
2022-07-10,Bitcoin,21591.08,21591.08,20727.123,20860.449,28688807249.0
2022-07-11,Bitcoin,20856.354,20856.354,19924.539,19970.557,24150249025.0
2022-07-12,Bitcoin,19970.475,20043.445,19308.531,19323.914,25810220018.0
2022-07-13,Bitcoin,19325.973,20223.053,18999.953,20212.074,33042430345.0
2022-07-14,Bitcoin,20211.467,20789.895,19689.258,20569.92,31158743333.0
2022-07-15,Bitcoin,20573.156,21138.244,20397.0,20836.328,25905575359.0
2022-07-16,Bitcoin,20834.104,21514.404,20518.898,21190.316,24302954056.0
2022-07-17,Bitcoin,21195.041,21600.641,20778.18,20779.344,22927802083.0
2022-07-18,Bitcoin,20781.912,22633.033,20781.912,22485.689,39974475562.0
2022-07-19,Bitcoin,22467.85,23666.963,21683.406,23389.434,48765202697.0
2022-07-20,Bitcoin,23393.191,24196.818,23009.949,23231.732,42932549127.0
2022-07-21,Bitcoin,23233.201,23388.322,22431.148,23164.629,33631012204.0
2022-07-22,Bitcoin,23163.752,23671.928,22603.416,22714.979,31421555646.0
2022-07-23,Bitcoin,22706.984,22977.211,22002.91,22465.479,24021799169.0
2022-07-24,Bitcoin,22465.51,22974.002,22306.84,22609.164,23565495303.0
2022-07-25,Bitcoin,22607.156,22649.121,21361.643,21361.701,35574561406.0
2022-07-26,Bitcoin,21361.121,21361.121,20776.816,21239.754,28624673855.0
2022-07-27,Bitcoin,21244.17,22986.529,21070.807,22930.549,31758955233.0
2022-07-28,Bitcoin,22933.641,24110.471,22722.266,23843.887,40212386158.0
2022-07-29,Bitcoin,23845.213,24294.787,23481.174,23804.633,35887249746.0
2022-07-30,Bitcoin,23796.818,24572.58,23580.508,23656.207,28148218301.0
2022-07-31,Bitcoin,23652.07,24121.643,23275.703,23336.896,23553591896.0
2022-08-01,Bitcoin,23336.719,23464.787,22890.797,23314.199,25849159141.0
2022-08-02,Bitcoin,23308.434,23415.041,22710.084,22978.117,28389250717.0
2022-08-03,Bitcoin,22981.303,23578.65,22747.836,22846.508,26288169966.0
2022-08-04,Bitcoin,22848.215,23198.01,22485.701,22630.957,25120229769.0
2022-08-05,Bitcoin,22626.834,23422.828,22612.178,23289.314,28881249043.0
2022-08-06,Bitcoin,23291.424,23326.562,22961.279,22961.279,15978259885.0
2022-08-07,Bitcoin,22963.506,23359.01,22894.557,23175.891,15886817043.0
2022-08-08,Bitcoin,23179.527,24203.689,23176.547,23809.486,28575544847.0
2022-08-09,Bitcoin,23811.484,23898.615,22982.0,23164.318,23555719219.0
2022-08-10,Bitcoin,23162.898,24127.414,22771.52,23947.643,32837431722.0
2022-08-11,Bitcoin,23948.346,24822.629,23900.996,23957.529,37127036580.0
2022-08-12,Bitcoin,23957.203,24412.566,23657.266,24402.818,27265804688.0
2022-08-13,Bitcoin,24402.188,24860.051,24346.115,24424.068,22987346289.0
2022-08-14,Bitcoin,24429.057,24974.914,24206.26,24319.334,22994133555.0
2022-08-15,Bitcoin,24318.316,25135.59,23839.775,24136.973,35123501685.0
2022-08-16,Bitcoin,24126.137,24228.416,23733.5,23883.291,27753685646.0
2022-08-17,Bitcoin,23881.316,24407.059,23243.354,23335.998,30931623076.0
2022-08-18,Bitcoin,23341.039,23563.832,23177.602,23212.738,23747613147.0
2022-08-19,Bitcoin,23213.312,23213.312,20868.848,20877.553,40509610260.0
2022-08-20,Bitcoin,20872.842,21350.807,20856.73,21166.061,27595671000.0
2022-08-21,Bitcoin,21160.393,21668.846,21103.197,21534.121,23102307723.0
2022-08-22,Bitcoin,21531.463,21531.463,20939.184,21398.908,31666498758.0
2022-08-23,Bitcoin,21401.045,21646.203,20955.139,21528.088,31878280659.0
2022-08-24,Bitcoin,21526.455,21783.076,21195.006,21395.02,31962253368.0
2022-08-25,Bitcoin,21395.459,21789.637,21362.441,21600.904,31028679593.0
2022-08-26,Bitcoin,21596.086,21804.908,20199.482,20260.02,42326789564.0
2022-08-27,Bitcoin,20262.48,20340.775,19890.523,20041.738,30116729776.0
2022-08-28,Bitcoin,20041.035,20139.055,19616.814,19616.814,24366810591.0
2022-08-29,Bitcoin,19615.154,20357.463,19600.785,20297.994,32637854078.0
2022-08-30,Bitcoin,20298.611,20542.645,19617.641,19796.809,34483360283.0
2022-08-31,Bitcoin,19799.582,20420.99,19799.582,20049.764,33225232872.0
2022-09-01,Bitcoin,20050.498,20198.391,19653.969,20127.141,30182031010.0
2022-09-02,Bitcoin,20126.072,20401.568,19814.766,19969.771,29123998928.0
2022-09-03,Bitcoin,19969.719,20037.01,19698.355,19832.088,23613051457.0
2022-09-04,Bitcoin,19832.471,19999.689,19636.816,19986.713,25245861652.0
2022-09-05,Bitcoin,19988.789,20031.16,19673.047,19812.371,28813460025.0
2022-09-06,Bitcoin,19817.725,20155.27,18800.172,18837.668,43403978910.0
2022-09-07,Bitcoin,18837.684,19427.172,18644.467,19290.324,35239757134.0
2022-09-08,Bitcoin,19289.941,19417.352,19076.715,19329.834,32194477850.0
2022-09-09,Bitcoin,19328.141,21439.41,19310.963,21381.152,48469528171.0
2022-09-10,Bitcoin,21376.912,21760.275,21168.723,21680.539,36913738894.0
2022-09-11,Bitcoin,21678.543,21770.553,21406.945,21769.256,34493951963.0
2022-09-12,Bitcoin,21770.148,22439.182,21603.896,22370.449,50212088965.0
2022-09-13,Bitcoin,22371.48,22673.82,20062.67,20296.707,51091116622.0
2022-09-14,Bitcoin,20184.555,20467.201,19793.396,20241.09,37872380889.0
2022-09-15,Bitcoin,20242.289,20318.166,19636.734,19701.211,36389011503.0
2022-09-16,Bitcoin,19704.006,19870.629,19400.076,19772.584,30123362273.0
2022-09-17,Bitcoin,19777.033,20162.531,19777.033,20127.576,24957448100.0
2022-09-18,Bitcoin,20127.234,20127.234,19387.492,19419.506,31254779144.0
2022-09-19,Bitcoin,19418.572,19639.48,18390.318,19544.129,40177002624.0
2022-09-20,Bitcoin,19545.592,19602.457,18813.455,18890.789,36791346508.0
2022-09-21,Bitcoin,18891.283,19674.631,18290.314,18547.4,46363793975.0
2022-09-22,Bitcoin,18534.65,19456.91,18415.592,19413.551,41135767926.0
2022-09-23,Bitcoin,19412.4,19464.672,18617.553,19297.639,38896078052.0
2022-09-24,Bitcoin,19296.99,19310.197,18861.975,18937.012,26149643168.0
2022-09-25,Bitcoin,18936.311,19134.732,18696.469,18802.098,23359966112.0
2022-09-26,Bitcoin,18803.9,19274.873,18721.285,19222.672,44148798321.0
